NJ-12,83
NM-01,68
NM-02,67
NM-03,66
NV-01,59
NV-02,60
NV-03,61
NV-04,62
NY-01,60
NY-02,59
NY-03,89
NY-04,88
NY-05,87
NY-06,86
NY-07,85
NY-08,84
NY-09,83
NY-10,88
NY-11,89
NY-12,86
NY-13,87
NY-14,84
NY-15,85
NY-16,82
NY-17,83
NY-18,80
NY-19,81
NY-20,88
NY-21,87
NY-22,59
NY-23,89
NY-24,84
NY-25,83
NY-26,86
OH-01,55
OH-02,54
OH-03,53
OH-04,52
OH-05,51
OH-06,50
OH-07,49
OH-08,48
OH-09,47
OH-10,56
OH-11,57
OH-12,54
OH-13,55
OH-14,52
OH-15,53
OK-01,45
OK-02,46
OK-03,47
OK-04,71
OK-05,41
OR-01,83
OR-02,86
OR-03,85
OR-04,80
OR-05,79
OR-06,82
PA-01,57
PA-02,60
PA-03,59
PA-04,62
PA-05,61
PA-06,64
PA-07,63
PA-08,81
PA-09,80
PA-10,54
PA-11,55
PA-12,56
PA-13,57
PA-14,58
PA-15,59
PA-16,60
PA-17,61
RI-01,63
RI-02,62
SC-01,55
SC-02,56
SC-03,57
SC-04,58
SC-05,59
SC-06,60
SC-07,61
SD-00,64
TN-01,54
TN-02,51
TN-03,52
TN-04,57
TN-05,58
TN-06,55
TN-07,56
TN-08,61
TN-09,62
TX-01,74
TX-02,75
TX-03,76
TX-04,69
TX-05,70
TX-06,71
TX-07,72
TX-08,81
TX-09,51
TX-10,77
TX-11,76
TX-12,79
TX-13,78
TX-14,73
TX-15,72
TX-16,75
TX-17,74
TX-18,54
TX-19,53
TX-20,77
TX-21,78
TX-22,75
TX-23,76
TX-24,73
TX-25,74
TX-26,71
TX-27,72
TX-28,54
TX-29,55
TX-30,81
TX-31,80
TX-32,79
TX-33,78
TX-34,77
TX-35,76
TX-36,75
TX-37,74
TX-38,58
UT-01,71
UT-02,74
UT-03,73
UT-04,76
VA-01,70
VA-02,69
VA-03,68
VA-04,67
VA-05,97
VA-06,96
VA-07,95
VA-08,94
VA-09,93
VA-10,67
VA-11,68
VT-00,79
WA-01,94
WA-02,91
WA-03,92
WA-04,89
WA-05,90
WA-06,87
WA-07,88
WA-08,85
WA-09,86
WA-10,93
WI-01,78
WI-02,75
WI-03,76
WI-04,73
WI-05,74
WI-06,71
WI-07,72
WI-08,54
WV-01,60
WV-02,63
WY-00,74
